reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
b6f60ce6-5340-4add-be05-95b25a18052b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,terlalu banyak pop up iklan paketnya,1,0,82.13.1,2026-04-15 21:50:24,"Selamat Siang Bapak Bahaduri, mohon maaf untuk notifikasi yang muncul. Untuk pengecekan lebih lanjut dapat infokan datanya melalui WhatsApp Official IM3 di 0855-1000-185 agar segera kami bantu pengecekannya. Terima Kasih^Kaye 💛",2026-04-16 06:07:06,82.13.1
d8161f33-f6dc-44fd-910e-8a9ccdc1ad29,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,susah buat dipercaya. pembelian paket sudah berjalan dan sudah dibayar tapi tertulis gagal dan paket tidak berjalan meskipun uang sudah terpotong tolong betulkan dan kembalikan uang saya,1,69,82.13.1,2026-04-15 19:59:07,"Selamat Siang Bapak Chris, mohon maaf untuk registrasi paket datanya. Dapat dicoba pada pengaturan HPnya ke jaringan 2G saat proses registrasi. Untuk bantuan lebih lanjut, dapat infokan detilnya melalui WA Official IM3 di 0855-1000-185. Terima Kasih^Kaye 💛",2026-04-16 06:00:09,82.13.1
4704d952-32f5-4826-81b1-17faafbd2e04,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,My balance got cut without any confirmation or notification to refresh the internet package that was due,2,0,82.13.1,2026-04-15 15:40:03,"Good Afternoon IM3 customers, we apologize for the credit issue. Please check your usage history at *885#. For further questions, please contact IM3 official WhatsApp number at 0855-1000-185. Thank you^Kaye 💛",2026-04-16 05:31:16,82.13.1
28ffdfc9-4a84-4f8e-86c6-9a67e2eea6f8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi full Malware, sering ngasih iklan dan otomatis redirect ke chrome buka website. Sistem poin nya ga jelas dan penawarannya ga worth it. Padahal udah coba block semua pop up dan redirect tetap aja muncul. Lagi ga ngapa ngapain juga tiba tiba kebuka chrome website myim3 sendiri. Tolong diperbaiki. aplikasi gunanya cuma buat cek kuota doang tapi nyusahin.",1,0,,2026-04-15 12:33:30,"Selamat Pagi Pelanggan IM3, mohon maaf untuk notifikasi yang muncul. Untuk pengecekan lebih lanjut dapat infokan datanya melalui WhatsApp Official IM3 di 0855-1000-185 agar segera kami bantu pengecekannya. Terima Kasih^Kaye 💛",2026-04-16 00:48:26,
a70030ad-f643-4e49-86cc-b0c3cb5716f9,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,maksain message kalau gk di oke nggak ilang dan bikin sinyal macet. dan pasti maksa kebuka web. padahal dah ditolak ttp ae ke web. apaan deh.,1,0,,2026-04-15 12:17:45,"Selamat Pagi Pelanggan IM3, mohon maaf untuk notifikasi yang muncul. Untuk pengecekan lebih lanjut dapat infokan datanya melalui WhatsApp Official IM3 di 0855-1000-185 agar segera kami bantu pengecekannya. Terima Kasih^Kaye 💛",2026-04-15 23:56:55,
8052d70b-a9af-4c4e-962c-197fe57101ed,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Gausah ngasih-ngasih paket bundle sama Gemini deh. yang gue perlu cuma quota yang banyak, kembalikan 20GB harga 50.000 sebulan!",1,3,82.13.1,2026-04-15 09:36:14,"Hi kak, jika ada keluhan bisa hubungi cs@indosatooredoo.com atau mention di twitter @indosatcare. Thanks",2016-08-26 02:05:28,82.13.1
0c4934e4-2dd7-46f3-baf7-e6ea1cc054a3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,harga makin mahal tapi sinyal makin ngga karuan,1,0,82.13.0,2026-04-15 06:07:04,,,82.13.0
93148785-3357-4115-b0fb-0b99cd4d7eb1,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"makasih, bro.",5,0,82.13.1,2026-04-15 05:15:19,,,82.13.1
a7bf4926-dce5-4197-8ab8-d4b58e0bc74d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ui/ux jelek, auto redirect upgrade ke pascabayar = maksa",2,0,82.13.1,2026-04-14 23:16:47,"Hai Sahabat, maaf sebelumnya. Untuk bisa membantumu, mohon infokan detil keluhanmu melalui WA Official IM3 di 0855-1000-185. Kami tunggu ya. Terima Kasih^Yuka",2026-04-15 04:34:35,82.13.1
9f907dcc-8bc6-4dee-b12a-f5e5e30f5d8b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"provider banyakan mafia kali yeee.. masa isi pulsa berkurang berkurang teruss disedotin sama sms mengatasnamakan Indosat nya sendiri. sakit jiwaaa nih, tadi sore isi 25rb buat perpanjang masa aktif dijam 21:50 masa sisa pulsa 9rb",1,0,82.13.1,2026-04-14 14:50:37,"Selamat pagi Ibu Henny, mohon maaf atas pengalamannya. Pastikan sudah cek history pemakaian melalui *885# ya. Jika masih terkendala, silakan dapat infokan detail datanya melalui WA Official IM3 di 0855-1000-185. Terima Kasih. 💛 ^Nila",2026-04-14 21:25:00,82.13.1
6c2fbe93-161f-46d5-99fc-42758d4a0cc1,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,paket tambahi mahal,1,0,82.13.1,2026-04-14 08:00:11,"Selamat pagi Pelanggan IM3, mohon maaf untuk yang dialami. Sebelumnya Anda dapat cek paket sesuai kebutuhan, untuk info paket yang dimaksud dapat kirimkan detailnya melalui WhatsApp Official IM3 di 0855-1000-185. Terima kasih. 💛 ^Nila",2026-04-14 17:12:03,82.13.1
c1f66c0c-e873-4c3c-842c-9d8745ccdbf6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"KENDALA YANG SAYA ALAMI TIDAK PERNAH ADA SOLUSINYA ... SEKARANG FITUR CHAT DENGAN LIVE AGENT DIHILANGKAN KARENA TIDAK BERANI MENJAWAB KELUHAN PELANGGAN, MAKANYA PAKE MESIN UTK MENJAWAB .... PROVIDER DAN APLIKASI SAMPAH!!!!!!",1,0,82.13.1,2026-04-14 04:45:01,"Hai Ibu Sasmita, mohon maaf sebelumnya. Bantuan lebih lanjut, silakan bisa melalui IM3 Official WhatsApp di 08551000185 dengan ketik Hi - Menu - Bahasa - Bantuan dan tanya indira - Ajukan keluhan - Buat Tiket Keluhan - Pilih salah satu keluhan yg mendeskripsikan keluhan anda - Tunggu sebentar hingga terhubung dengan agent. Terima kasih ^Valy",2026-04-14 07:33:49,82.13.1
3b15b728-36c7-4b2f-8f98-85e611e665fc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya login dengan nomor saya muncul masukkan OTP via sms tetapi tidak kunjung masuk ke sms sampai 5 menit diulang2 juga sama,1,0,82.13.1,2026-04-14 02:52:30,"Hai Bapak Eko, mohon maaf sebelumnya. Silakan bisa pastikan setting sms premium didevice sudah diijinkan selalu. Apabila masih terkendala silakan hubungi kami melalui IM3 Official WhatsApp di 08551000185. Terima kasih.^Valy",2026-04-14 07:05:49,82.13.1
a456fce4-7e4f-430f-90e5-40a34365a544,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tidak bisa transaksi pembayaran, selalu gagal semua metode pembayaran.",1,0,82.13.0,2026-04-13 23:56:12,"Hai Pelanggan IM3, mohon maaf sebelumnya. Pastikan sudah melakukan pembaruan versi aplikasi atau clear cache. Apabila butuh bantuan lanjut, melalui IM3 Official WhatsApp di 08551000185. Terima Kasih.^Valy",2026-04-14 05:17:12,82.13.0
1fb81f07-1f97-4d52-8a62-48a016067c0d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pencuri masa aktif terus berjalan paket data ga bs dipake. kecewa isi paket data Roaming mahal mahal ga bs dipake awalnya bisa setelah itu mati total. ngadu ke Customer Service sudah seharian dalam penanganan terus. trus waktu masa aktif sy ilang dong kebuang gr gr kesalahan IM3. ditanya konpensasi ga bs jawab parah g sangka Jahad im3,1,0,,2026-04-13 21:45:37,"Selamat sore Bapak Sakti, mohon maaf atas pengalamannya. Silakan dapat infokan nomor dan detail datanya melalui WA Official IM3 di 0855-1000-185 agar segera Kami bantu pengecekannya. Terima Kasih. 💛 ^Nila",2026-04-13 08:34:50,
5ec9634d-48d6-42e2-8012-16d8380830fb,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,beli kouta d sini saldo atm bekuranh tp kouta gk masuk ..,1,0,82.13.0,2026-04-13 12:31:06,Mohon maaf sebelumnya Bapak Devandra. Silakan infokan nomor dan detail data melalui IM3 Official WhatsApp di 08551000185. Kami akan melakukan pengecekan lebih lanjut terkait transaksinya. Terima kasih.^Valy,2026-04-14 02:34:43,82.13.0
20bc89ef-a6d8-4969-9434-0d8b06ca079f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I Like Pop Up,1,0,,2026-04-13 05:51:22,"Good afternoon, Mr. Wahyu. Thank you for sharing your appreciation and feedback on the myIM3 product/service. We would be happy to hear any further comments or suggestions via the official IM3 WhatsApp at 0855-1000-185. Thank you. 💛 ^Nila",2026-04-13 09:18:41,
e6be4f30-aba7-465b-b96d-d327df12aa9d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"gapernah beli kuota prabayar, tiba"" disuruh bayar ratusan ribu. Sekarang malah blokir nomor secara sepihak. Daripada maling, mending kasih harga produk yg bener.",1,0,82.13.1,2026-04-13 05:27:07,"Selamat sore Bapak Raditya, mohon maaf atas pengalamannya. Silakan dapat infokan nomor dan detail datanya melalui WA Official IM3 di 0855-1000-185 agar segera Kami bantu pengecekannya. Terima Kasih. 💛 ^Nila",2026-04-13 09:16:01,82.13.1
5055f30c-6fea-4519-9097-439e7295d075,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Amel Lia bagusss,5,0,,2026-04-13 01:29:53,,,
7a3bf49c-104a-4214-ba48-956a473be4f8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ganggu notif gajelas buka browser sendiri tolol gatau waktu,1,0,82.13.1,2026-04-12 18:43:38,"Selamat sore Bapak Devin, mohon maaf atas pengalamannya. Silakan dapat infokan nomor dan detail datanya melalui WA Official IM3 di 0855-1000-185 agar segera Kami bantu pengecekannya. Terima Kasih. 💛 ^Nila",2026-04-13 08:23:19,82.13.1
f6259764-8c99-4bf1-be7f-d53a7cf3d2e2,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I bought using GO-PAY but no result and my money in GO-PAY had been cut. GO-PAY said that I should complain to Indosat. What a pity.,1,1,82.13.0,2026-04-12 15:26:49,"Good afternoon, Mrs. Josephine. We apologize for your experience. Kindly provide your number and detailed information via the official IM3 WhatsApp at 0855-1000-185 so we can promptly assist with the review. Thank you. 💛 ^Nila",2026-04-13 08:08:25,82.13.0
f2c30286-2368-49ab-bb25-fdb057a06d80,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Paket mantapp, jaringan mantap",5,0,82.13.1,2026-04-12 12:38:16,,,82.13.1
df510eca-c6e8-4f51-877b-775d912e6b88,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,simple,5,0,82.13.1,2026-04-12 10:28:23,,,82.13.1
6e79dc84-e5c7-46f3-be09-9931d14d1a26,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"speednya sangat tdk stabil, sering tiba² nge drop. Udh komplain berkali², tetap aja ga ada perbaikan. Sdh berkali² restart hp sama saja.",1,0,82.13.1,2026-04-12 09:38:56,"Selamat siang Bapak Achmad, mohon maaf sebelumnya. Terkait jaringan silahkan coba untuk restart device, tunggu beberapa saat dan dicoba akses kembali. Untuk bantuan lebih lanjut, silakan dapat infokan detailnya ke WA Official IM3 di 0855-1000-185. Terima kasih. 💛 ^Nila",2026-04-12 07:58:37,82.13.1
a913a9f9-f490-4511-a249-04eadd5d19c4,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kuota mahal padahal udah bertahun tahun langganan, masa aktif cuma 28 hari udah gitu internet jelek dan sering lelet. minimal kalo kuotanya mahal, jaringannya diperbaiki lah anj",1,0,,2026-04-12 06:35:52,"Selamat sore Ibu Redita, maaf sebelumnya ya. Silahkan coba untuk restart device, tunggu beberapa saat dan dicoba kembali. Jangan khawatir, Anda dapat eksplor beragam Hot Promo di *888# atau via myIM3. Untuk bantuan lebih lanjut, silakan infokan detailnya ke WA Official IM3 di 0855-1000-185. Terima kasih. 💛 ^Nila",2026-04-12 08:47:18,
ae627807-0b4f-448e-8953-4ac1032c185a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,THIS IS SUCH A STUPID PROVIDER!! ONE OF THE WORST PROVIDER I'VE EVER HAD!!,1,0,82.13.1,2026-04-12 04:55:38,"Good afternoon, IM3 Customer. We apologize for your experience. If you have any feedback or suggestions to help improve the myIM3 application and our services, please feel free to contact us via the official IM3 WhatsApp at 0855-1000-185. Your feedback is very important to us. Thank you. 💛 ^Nila",2026-04-12 08:24:33,82.13.1
00b95df5-b652-4c14-abd3-1b7649791bd0,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mulai mahal paketnya,3,0,82.13.0,2026-04-12 00:47:13,,,82.13.0
f9b08faf-94d2-49d7-a62b-356b89fe8cb7,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,beli paket data gagal jika pulsa pas. harus dengan pulsa tersisa lebih dari 5000 baru bisa beli paket data/internet dari aplikasi.,1,0,82.13.1,2026-04-12 00:36:27,"Selamat siang Ibu Lia, maaf sebelumnya. Silakan bisa atur jaringan ke 2G saat proses registrasi. Jika butuh bantuan lebih lanjut, infokan detailnya melalui WA Official IM3 di 0855-1000-185 untuk pengecekan lebih lanjut. Terima Kasih. 💛 ^Nila",2026-04-12 07:54:14,82.13.1
ccaed74b-fc69-4fd0-95e2-3de5b706153d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I always bought a package that leave a little balance change so I would have emergency balance for anything emergency. But lately, this app always ate it automatically by purchasing any quota deal THAT I DIDN'T AGREED ON! I'm sorry if I'm furious, but I am! They were my emergency balance! And this app just purchased deals without me noticing it! Is this even normal??? Cuz it has happened 3 times in past 2 months...",2,0,82.13.0,2026-04-11 21:28:46,"Good afternoon, Mr. Amurillo. We apologize for your experience. Please provide your number and the relevant details via the official IM3 WhatsApp at 0855-1000-185 so we can assist you with the investigation as soon as possible. Thank you. 💛 ^Nila",2026-04-12 07:48:17,82.13.0
a8100e1d-cb44-465c-bfe4-6b078f2f8a3a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"FIX YOUR SLOW APP. edit: trash app, still.",1,0,82.13.1,2026-04-11 17:07:38,"Good afternoon Mr. Ivandra, we apologize in advance. Please ensure you have updated the app version or cleared the cache. If you need further assistance, please contact us via IM3 Official WhatsApp number at 0855-1000-185. Thank you^Kaye 💛",2026-01-26 04:50:07,82.13.1
44f2c9a8-3b47-4ab6-89d1-15c88d1ec9a5,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,the signal has been very bad lately,1,0,,2026-04-11 12:05:06,"Good afternoon, Mr. Ananda. We apologize for any inconvenience. Regarding the network issue, please try restarting your device, wait a few moments, and then attempt to access it again. For further assistance, you may provide the details via the official IM3 WhatsApp at 0855-1000-185. Thank you. 💛 ^Nila",2026-04-12 03:23:35,
7b0692f3-9b8b-4ed0-8691-df0f3f8b5347,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Nice,4,0,82.11.0,2026-04-11 10:39:32,,,82.11.0
ae7dfa92-fa87-421b-ae50-f40d3c4427b2,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sok asik,1,0,,2026-04-11 10:21:09,,,
139bd8f4-2678-409f-bf75-6b78a8e1cc4d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tolong adakan paket data 2-3 gb perbulan dengan harga under 20k, karena orang tua saya hanya perlu untuk whatsapp sehingga buang buang kuota jika beli yang 5gb ke atas.",2,0,82.9.0,2026-04-11 01:17:28,,,82.9.0
20693e74-ac31-4a98-a9a7-91f02eb44337,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,napa si etdah tiap main game suka tiba tiba ilang mulu jaringan nya,2,0,82.6.0,2026-04-11 01:05:27,,,82.6.0
73b5ca02-c37c-438a-aaab-61dd8be11172,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nice application,5,0,82.13.0,2026-04-10 20:22:38,,,82.13.0
9bb09cf0-0987-4558-8987-10d84fb0c43b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sinyal nya sering gangguan padahal cuaca bagus tolong di perbaiki Im3,1,0,,2026-04-10 13:19:41,,,
